,label,judul_clean,narasi_clean
3825,1,wasekjen mui kah tengku zulkarnain pembakaran masjid pangkalan brandan,masjid pangkalan brandan dibakar tibatiba pengumuman orang gila orang gilanya
3826,0,produk toyota resmi hadir indonesia,produk toyota resmi hadir indonesia harga jutaan wwwrumahsunatmoderncom
3827,0,tim putri indonesia vs tim putri rusia,tim putri indonesia vs tim putri rusia kalo setuju silakan dikomen
3828,0,bahaya memakan kepala ikan mengandung racun ciguatoksin,bahaya memakan kepala ikan mengandung racun ciguatoksin
3829,1,fetu soup eaten by asian sop bayi dimakan orangorang asia,what happen tapi the world sad tapi sayang thi is legal ini china ctto
3830,1,ustadz abdul somad dihadiahi mobil alphard,hadiah mobil alphard ustad abdul somad saudagar kayak aceh yang mengagumi ua hadiah mengatasnamakan masyarakat aceh fakta sejarah mobil mewah ema mona seberat kg pesawat pertamapun rakyat aceh pemerintah indonesia rakyat aceh diken dermawan menghargai ulama
3831,1,siswasiswi sampai berau kalimantan timur belajar lesehan lantai,potret pendidikan berau
3832,1,film naura genk juara lecehkan islam,astaghfirulloh adziimmelihat cuplikan film terang prihatin kalimat thoyibah diidentikkan dengan penjahat semoga instansi terkait menghentikan pemutaran film mengambil tindakan thd crew yang terlibat dalam pembuatan film tersebut lagilagi seperti rezim sekarang sih dengan negeri
3833,1,jokowi anak bodoh media,jokowi anak bodoh media
3834,1,pengusiran petani pasukan barakuda,lahan petani terusir paksa dengan pasukan barakuda ahad juli pkl
3835,1,penculikan anak gelandangan brebe,penculikan anak gelandangan brebe
3836,1,hio dupa ruang sidang ahok dikaitkan misti,hio dupa ruang sidang ahok dikaitkan misti
3837,1,foto gu nuril berita kompastv berjudul ummat islam curang sihir peserta aksi ciami,pernyataan inteljen gereja menyudutkan umat islam
3838,1,raja salman danai kampany pm israel netanyahu,accord tapi the middl east observ isaac herzog member of the knesset and chairman of the isra labor parti reveal that saudi king salman bin abdulaziz financ the elect campaign of isra prime minist benjamin netanyahu
3839,1,foto pandemi flu,found these photo of flu pandem sok relat
3840,0,kompa infodemi publik abai bahaya covid,persen hoak menyasar isu pencegahan pengobatan covid hatihati klaim penemuan obat pencegahan covid
3841,1,pidato lengkap jokowi negara berutang pinjaman negeri,pantesan mudik pulang kampung beda tuntut guru bahasa indonesia sekolah
3842,1,gambar bayangbayang luhut sampul majalah tempo,statusnya petuga partai dibawah bayangbayang luhut sih menteri aslinya jago prank
3843,1,video sholat jumatan china lautan manusia orang islam wuhan satupun kena viru corona,sholat jumatan china lautan manusia merind hati juta orang komuni china masuk islam orang islam wuhan satupun kena viru corona takjub orang islam izin allah swt masuk islam subhanallah bangga umat islam ini syaa allah kedalam golongan nabi muhammad sholeh sholehah amin
3844,1,dosen kedokteran gigi ui meningg covid,innalilahi wainnalilaihi rojiun meningg dunia dosen ui berita yang menyedihkan pagi jam dosen kedokteran gigi dari umi susiana meningg covid pimpinan memutu dosen karyawan libur minggu masuk tanggal april disuruh cepat pulang kampu ditutup semprot sholat dhuhur sholat ghoib jenazah tidak bezuk masih rsi cemputih semoga allah melindungi amin ya rabbal aalaamiin
3845,1,polr pamekasan selenggarakan kegiatan nikah grati,tolong masyarakat pamekasan masyarakat madura informasi hoax
3846,1,setrum mati permintaan pria surat wasiat ibunya,setrum mati permintaan pria surat wasiat ibunya
3847,1,jokowi maaf pki,masingmas portal sumber memuat pemberitaan rencana presiden joko widodo permohonan maaf resmi pki
3848,1,ukiran ratusan,ukiran ratusan usia nya
3849,1,diamdiam david beckham wamenapapua,pemain sepak bola inggri david beckham berkunjung pedalaman wamenapapua diamdiampemain ternama dunia memberikana bantuan kemanusiaan mendegar tragedi kematian anak nduga silam lalupada kedatangan sang bintang sepak bola dikagetkana kao baju dikenakan david beckham bertulisanfre west papua
3850,1,babi hutan melahirkan anak bayi manusia,temukndi kndang ternak warga dichien yang dimana seekor babihutan melahirknekoranakmirip bayimanusiayg konon mnurut cerita masyrkt setmpat babi hutaninis merusaktnaman warga babi hutan yang malang meninggl setelah mlhir knsakit ya
3851,1,merdekacom menayangkan berita wanita membawa anj masuk masjid polisi pelaku alami gangguan jiwa dibesarbesarkan,wanita membawa anj masuk masjid polisi pelaku alami gangguan jiwa dibesarbesarkan
3852,1,foto capr jokowi mengenakan jaket berisi kartu,capr kartu
3853,1,sepi penonton teman ahok tiket grati uang rp ribu menonton film man call ahok,penonton sepi teman ahok dikasih tiket grati uang rp ribu menonton film sih ahok
3854,1,zumi zola jalanjalan bandara soekarnohatta,kekuatan hengpon jadul cekrek cekrek aplot yuhuuu minceu ketemu babang ganteng lagi airport
3855,1,pelaku bom surabaya bentangkan,bom bunuh surabaya dari kubu ganti ganti itu ngeri ya ayok mikir biar cerda pastinya waspada
3856,1,program gebyar undian pt whatsapp indonesia,program undian berhadiah pt whatsapp indonesia resmi surat pengesan legalisir olehnotari nolampiranudrkp pemkot dki jakarta noizindkiivpr dirjen pajak ri nopajakunrkpixdepso ri noskvi
3857,1,nkri mati harga,suka koar koar nkri harga mati
3858,0,kpk bantah keluarkan surat edaran universita sama ratulangi,surat beras kpk pastikan surat palsu
3859,1,menu dipesan,menu dipesan berita pengeboman ibadah surabaya diberitakan media bbc news indonesia kejadian sesungguhnya pagi benarbenar kejam biadab astaghfirulloh
3860,0,petani rokan hilir tewa tersambar petir berteduh pohon sawit,innalillahiwainnailahirojiun korban kesambar petir sore semoga ditempatkan disisinya amin semoga kelurga yang ditinggalkan ketabahan pelajaran main hp pa hujan petir diluar rumah lokasi riau kab rokan hilir kec bangko pusako keluarga bangko kiri
3861,1,video habib rizieq disambut simpatisan bandara video kepulangannya indonesia,video habib rizieq disambut simpatisan bandara video kepulangannya indonesia
3862,1,per rili seketariat presiden menyebut sri mulyani menteri antek aseng,sri mulyani antek kapitalism mengema dengan aseng ase sri mulyani menkeu terbaik dunia presiden jokowi bukti pengelolaan apbn jalur kepala negara kebanggaannya salah menterinya kabinet kerja dinobatkan menteri terbaik dunia menteri keuanganantek kapitali sri mulyani indrawati penghargaan
3863,1,beredar tarif tol bakauheni lampung,berdasarkan hasil penelusuran akun twitter mengatasnamakan tommi soeharto nama pengguna soeharto akun palsu
3864,1,subsidi ga kg dicabut klarifikasi kementerian esdm,kementerian esdm menyebarluaskan pamflet pamflet liar dipertanggungjawabkan kebenarannya
3865,1,penangkapan kendaraan sepeda motor besarbesaran polsek kenjeran,kehilangan motornya surabaya adakan penangkapan besaran polsek kenjeran unit sepeda motor amankan berkenan hubungi polsek kenjeran cek unit disertai bukti surat kendaraan
3866,0,indonesia dijajah belanda,indonesia dijajah belanda wassalam
3867,1,anaknya owner behaestex pabrik sarung atlasrubat dll,assalamualaikum ini ane dapat baca model kayak benar enggak ya assalamualaikum wrwb anaknya owner behaestex pabrik sarung atlasrubat dll assalamualaikum teman mohon bantuannya ya bismillah dibutuhkan relawan safar membantu memotretkan plang masjid alamat terbaca
3868,1,kesalahan penulisan fitsa hat bap kepolisian,jonru implisit menyalahkan polisi kesalahan tuli fitsa hat meledek om otak om membandingkan jokowi dont read what sign
3869,1,gadi palestina ditembaki lakilaki warga israel,lakilaki bersenjata menembak gadi perlawanan karena palestina menyebut pelanggaran ham berat pranci ramai memasang gambar support pranci mengutuk aksi
3870,0,bank indonesia berhutang cina,penguasaan sektor finansiil cina dampaknya indonesia terjajah ekonomi cina bank bumn pt bank mandiri tbk pt bank rakyat indonesia bri tbk pt bank negara indonesia bni tbk pinjam cina develop bank cdb
3871,1,katakata steve job,katakata steve job
3872,1,jokowi dibapti ulang mengganti nama hebartu,liputan jokowi bapti ulang mjdi hebartu yang tidak murtad
3873,1,maruf amin mengaku kalo grombolan kodok,mendampingi presiden memimpin rapat terbata percepatan penanganan pandemi covid antisipasi kebakaran hutan lahan dilaksanakan istana kodok
3874,1,foto kondisi tenggorokan pasien positif covid,an exclus pictur of the patient throat infect with coronaviru covid show the extent of inflamm and destruct that affect the throat and entranc tapi the lung which wa caus by the viru ini the first day of the infect tast and sever short of breath
3875,1,saddam hussein amerika mengancam irak viru corona,dengarkan saddam hussein pertemuan kabinetnya amerika mengancam irak viru corona membuktikan bayangan keraguan corvid senjata biolog as curi cina bocor laboratorium wuhan cina
3876,0,perkembangan chloroquin obat covid,chloroquin bukti obat efektif
3877,1,selamat tka china sebarkan viru corona,tka cina cilegon karantina selamat tka china silakan sebarkan viru corona yang indonesia utang imf jasa membawa masuk viru corona
3878,1,deddi corbuzi mobil shinta nuriyah,allahumma sholli ala syayyidina muhammad jantung berdetak kera bersyukur terenyuh mualaf deddi corbuzi hadiah mobil nyai sinta nuriyah wahid terenyuh hadiah momentum desemb mobil dihadiahkan kompatibel kondisi nyai sinta nuriyah wahid
3879,1,foto mesut ozil menginjak bendera tiongkok,sepatunya ozil cakep sumpah
3880,1,foto ahok dipeluk dicium wanita alasan alexi dipertahankan,alasannya kenapa alexi dipertahankan kalo foto editan potong telinga
3881,1,menhan wajib milit ampuh menangk bangkitnya pki,wajib milit kontek bela negara membangun daya tangkal warga negara ancaman negara radikalism meningkatkan nasionalism cinta tanah air
3882,1,mobil phone burn while charg use powerbank ini emporium mall,just happen ini emporium mall charg mobil phone use power bank store ini pocket
3883,1,gerindra prabowo mengirim utusan kepulangan habib rizieq shihab,ketua dpp partai gerindra riza patria pemulangan imam fpi habib rizieq shihab tuga menteri pertahanan prabowo subianto mengirim utusan menguru kepulangan haru
3884,1,demonstran mengencingi polisi,foto foto pengunjuk kenc barisan polisi kerusuhan menyusul kematian anak lelaki berusia san carlo dek bariloch juni
3885,1,ambulan dki membawa batu bensin,mobil ambulan membawa batu bensin
3886,1,unggah foto kejadian orang utan mati terpanggang warga aceh maaf,post daerah pelingkau pangkalan bun paginya kaget syok komentar foto hoax dihubungi bksda
3887,1,mahasiswa unsri palembang meningg dunia aksi,korban tewa infonya anak unsri politeknik unsri
3888,1,habib bahar smith gebukin napi didalam sel,habib bahar smith gebukin napi didalam sel
3889,1,maruf amin memilih jokowi mengantongi tiket surga,jarang ol gue jadi ketinggalan info tau gue kunci syurga sudah berpindah tangan farhat tangan mbah yai kang jae ketawa atut kualatblushblush post akun facebook ranya alfarizi
3890,1,selebaran waspada penculikan anak berlogo polda jabar,perhatian waspada penculik anakanak berumur bapakbapak ibuibu menjaga anak hatihati
3891,1,anggota komit nasion papua barat tewa dibantai tnipolri,akun facebook bernama one nesta suhuniap mempost informasi disertai foto anggota komit nasion papua barat knpb bernama daud sektor kebun siri tewa disiksa kejam tnipolri operasi gabungan marka knpb timika papua septemb jasadnya ditemukan kampung tipuka porsit tanggal
3892,1,pelaku mutilasi anak berkeliaran pelalawan riau,warga sorek wilayah riau nya waspada mutilasi pembantaian anakanak
3893,0,bmkg menilai pemberitaan aljazeera polusi udara jakarta sehat jelang asian game,data pengukuran lokasi mengeneralisir kondisi mutu udara jakarta kepala bmkg dwikorita karnawati sabtu
3894,1,indonesian govern still hasnt declar nation disast incred pemerintah indonesia mendeklarasikan bencana nasion,ini lombok homeless home damag orang destroy more tahan dead injur but indonesian govern still hasnt declar nation disast incred
3895,1,mobil terkait letusan gunung sinabung bangkai esemka,mobil esemka yang jnjikn kowi
3896,0,rs wate pasang spanduk umumkan bpj menunggak belasan miliar,rumah sakit daerah rsud wate kulon progo daerah istimewa yogyakarta diy menjerit lantaran klaim layanan kesehatan senilai rp miliar menggantung bpj kesehatan
3897,1,mui mengeluarkan daftar bumbu makanan mengandung babi,diperingatkan kepada umat islam tidak memb menjual bumbu masakmakanan yang mengadung babiatau barang haram sbgmn daftar
3898,1,badai tropi cempaka mengarah yogyakarta,kepala stasiun klimatolog mlati yogyakarta agu sudaryatno tanggal april beredar info badai tropi cempaka bergerak baratselatan berdampak hujan lebat angin kencang gelombang berpotensi menimbulkan pute beliung wilayah yogyakarta jawa info menyebar media sosial whatsapp dimuat break news tv one direales bmkg diyjateng
3899,1,cace hidup sarden live worm ini sardin,beli sardin buatan kawan beli mahu makan kawan buka tuang pire cace hidup kawan empo
3900,1,presiden jokowi temui perwakilan partai komuni china,astaghfirullah al adzim
3901,0,manaj kampany ditahan facebook twitter dampak lua manipulasi konten,washington senin paul manafort mantan manaj kampany presiden amerika serikat donald trump dijadikan tersangka dakwaan manafort dikenai tahanan rumah wakilnya rick gate tersangka georg papadopoulo mengaku bersalah
3902,1,uu menonton film gspki mendingan menonton film miyabi bermanfaat,uu menonton film gspki mendingan menonton film miyabi bermanfaat
3903,1,ajakan kekerasan dilarang takbir kelil,undangan terbuka umat islam
3904,1,tangkapan layar pengakuan relawan suntik vaksin covid menyebut lupa hutang plongaplongo,pengakuan relawan suntik vaksin covid badan enak nafsu makan tinggo tidur nyenyak lupa hutang cenderung plongaplongo tayang agustu
3905,1,kecewa pemerintah puluhan warga jalan bakri bantaeng tutup jalan raya,kecewa pemerintah puluhan warga jalan bakri bantaeng tutup jalan raya
3906,1,photo of prime minist shinzo abe besid presid of the philippin dutert at nation museum ini japan,prime minist shinzo abe besid presid of the philippin dutert at nation museum ini japan
3907,1,video berdoa italia,berdoa italia berdoa italia
3908,1,jack sama habib rizieq galang dana rp lawan corona,masha allah ib haru sumbang dana pandemi corona
3909,1,covid purwakarta,sudah sampai purwakarta
3910,1,kejadian galaxi mall surabaya,kejadian galaxi mall surabaya ndirilah galaxi mall berasa hongkong ti atiloh gaeeeeaasiku rupan tacik male ya male saja
3911,1,penjelasan bmkg isu cuaca pana extrem melanda indonesia,bmkg indonesia dilanda suhu pana gelombang pana fenomena gelombang pana indonesia
3912,1,heboh dugaan penculikan siswa gorontalo dijemput kandung,ditelusuri siswa dijemput ibunya maya yunu saka usman suami maya yunu
3913,1,bayi kembar turi jerman hasil hubungannya anj,oh tuhan dunia turi jerman menempatkan kembar dunia buah hubungannya anj
3914,1,salah pulau palu jual negara china,salah pulau palu jual negara china
3915,1,video emakemak labrak gudang kpu jombang jatim,relawan emakemak prabowosandi geruduk kantor gudang kpu curiga gerakgerik petuga memindahkan kotak surat suara lazim takut indikasi curang emakemak labrak masuk gudang
3916,1,penyeludupan penyimpanan surat suara beserta berka kecataman bengkong batam,malam penyeludupan penyimpanan surat suara beserta berka yang kejadian kecamatan bengkong gawat kecurangan masif
3917,1,caleg ppp korban kecelakaan helikopt tasikmalaya membawa uang pecahan rp ribu karung,kecelakaan helikopt tasik ciami korban luka orang pilot salah korban caleg dari ppp bawa uang ribu an sekarung berita selengkapnya
3918,1,menyerang klaim,untung ketemu nih videonya kesaksian mahfud md agenda lgbt zina yang diusung jokowi dpr ri sahkan dukung
3919,1,luhut jokowi shalat jumat rakaat prabowo kalah,luhut jokowi shalat jumat rakaat prabowo kalah rakaat sholat dimarkup
3920,1,malakamalaysia,malakamalaysia anak didalam mobil main hp orang tua diluar isi bensin mobil tolong sebarkan teman saudaranya karena perhatikan main hp didalam mobil mobil isi bensin
3921,1,tulisan ridwan kamil niat busuk kubu sebelah,niat busuk kubu sebelah
3922,1,air selokan malang berwarna hijau toska,pagi selokan dealer suzuki umc warnanya hijau pencemaran
3923,1,terduga penculikan anak ditangkap aceh,nyan pancuri aneuk miet mantang reudep
3924,1,maunya rezim jokowi adzan teriak teriak,maunya rezim jokowiadzan teriak teriak pakai pengera suara
3925,1,pemukulan sopir taksi onlin sopir taksi bandara,pemukulan sopir taksi onlin
3926,1,kemendikbud berencana melaksanakan unbk matematika april,kemendikbud melucu bercanda
3927,1,bocornya nik nomor kakak dilempar tanggungjawab provid,disalahkan lempar tanggungjawab bocornya nik nomor kakak dilempar tanggungjawab provid data kependudukan kartu sim prabayar bocor menkominfo datangi oper ikuti berita terbaru cnnindonesiacom
3928,0,tolak gugatan hakim tegaskan nonpribumi tanah yogya,tolak gugatan hakim tegaskan nonpribumi tanah yogya
3929,1,ponsel mengisi pulsa meteran berbahaya,assalamualaikum wr wb sahabatku beringatan orang ponssel mengisi pulsa meteran sagat berbaahaya teruskan postingn orang tolong toong bagikan tau maaf ikuti halaman mohon tekan jempol diata ya
3930,1,katulampa djebol ya guy,katulampa djebol ya guy sok sorri for congratul tapi jakartan
3931,1,pesawat ufo nepalcolorado us,memperaktekan hasil edit video softwar adob after effect channel youtub gabe hash
3932,0,micin bikin bodoh,micin bikin bodoh mito kali
3933,1,banser nu jatim relawan myanmar,salut mendukung sepenuhnya gerakan banser nu jawa timur nkri kesatria bangsa yang luru berani sayang yang belum melek
3934,0,kapolda dki penyebab penyerangan novel baswedan bisni hijab onlin sang istri,kapolda dki penyebab penyerangan novel baswedan bisni hijab onlin sang istri
3935,1,ani takut racun warga,takut ahok racun warga
3936,1,obama memegang bokong melania trump,beredar foto barack obama memegang bokong melania trump
3937,1,pendeta ani baswedan berkhotbah membawakan renungan kiamat air bah,pendeta ani baswedan berkhotbah membawakan renungan kiamat air bah
3938,1,video narasi tertangkap orang membakar gambar habib rizieq,fidio pendek ketangkap orang bakar gambar habib riziek ulang kedepan nya
3939,1,photo barack obama anthoni fauci and melinda gate visit the wuhan china laboratori coronaviru factori ini,barack obama anthoni fauci and melinda gate visit the wuhan china laboratori coronaviru factori ini
3940,1,foto pesawat bebaaassss indonesia terserah lu saja,motor enggak boncengan mobil istri enggak disamp suami pesawat bebaaassss indonesia terserah lu saja nake
3941,0,perkembangan informasi ton telur banso pemprov jabar membusuk gudang penyimpanan bulog garut,kendalanya lambatnya pendistribusian komod membusuk telur ton kondisi busuk ton barang layak pergantian
3942,1,bukit lockdown,bukittinggi lockdown efek terkonfirmasi warga bukittinggi positif covid bukittinggi memberlakukan
3943,1,foto hebat susi tenggelamkanjakarta,hebat susi tenggelamkanjakarta
3944,1,kali ciliwung mau bilang im come,kali ciliwung mau bilang im come
3945,1,juli jakarta putih triliunan manusia membludak memenuhi dind gedung dpr tiang mona,juli jakarta putih triliunan manusia membludak memenuhi dind gedung dpr tiang mona
3946,1,bandara internasion sepinggan kalimantan timur dijual ase,dijual diam diam tadak yang bandara internasion sepinggan balikpapan kalimantan timur dijual dengan ase bandara yang dibangun lantai uang apbn anggaran zaman pemerintahan surabaya dijual ase pemerintah jokowi
3947,1,wawan gangguan jiwa kecanduan main game,gangguan jiwa kecanduan main gamegam foku otak terpecah
3948,1,kepala kantor kemenag gresik marku firdau tudingan menyebut non muslim,mi kela mondok pondok pesantren annawari seratengah bluto sumenep madura tingkat madrasah aliyah sama melanjutkan kuliah universita negeri surabaya ikip
3949,1,teuku yazhid pastikan pria berserban hijau ancam jokowi,ketangkep nieh sih abang ganteng galak ancam jokowi wiranto
3950,1,video said aqil siradj dukung prabowo,prabowo said aqil berbaliikk arah mendukung prabowo sandi team bpn info terbaru said aqil yag berbaaliikk araah mendukung capr simak video selengkapnya
3951,1,tnipolri pose jari dukung prabowosandiaga,alhamdulillah tni au al deh terangan memdukung prabowosandi merdeka allahuakbar
3952,1,siswi sampai puyung terjatuh aksi jump motor meningg dunia,barusan lihat berita facebook sih anak tersebut yang terjungk meningg ditempat patah tulang leher
3953,0,sekt kristen meniru islam,kristen ortodok syiria
3954,0,pt aheb menyatakan torpedo mengandung zat benzo sebabkan pelajar sampai pekanbaru menyayat tangannya,produk aman
3955,1,pesan berantai berisikan polisi uang tebusan rp juta,untuk info kepada teman grup kejadian laki dalam perjalanan pulang dari kerja mampir kestarbuck untuk beli kopi datang wanita muda mengeluh ketingg dompet dibantu uang rp ribu uang wanita tersebut bungku rokok
3956,1,simpan hp dibawah jok sepeda motor berder langsung meledak,warn simpan hp dibawah jok spd motor berder langsung meledak
3957,1,jepang negara dikunjungi mahathir,indonesia jepang negara dikunjungi mahathir terpilih perdana menteri malaysia
3958,1,densu mengamankan terduga terori bali,bali polisi amankan pria yang diduga terori barang senapan
3959,0,foto wanita iran menonton piala dunia hijab viral,foto penggemar piala dunia viral gambar alasannya
3960,1,menteri bumn rini soemarno melarang pegawainya berhijab,menteri bumn rini soemarno melarang pegawainya berhijab
3961,1,kader pdi perjuangan puisi terkesan mendeskreditkan islam,nih muncul ya allah kiamat tandatandanya bermunculan
3962,0,polisi bantah akun luth milik tersangka muslim cyber armi,irwan menerangkan akun milik lutfi diduga penyebaran berita bohong hoax konten berisikan ujaran kebencian disita penyidik berhasil diamankan akun nama luth akun lutfi sita orang mengatasnamakan lutfi imbuh irwan
3963,1,pamlfet khofifah kk proyek pesta tiku,pamflet tertuli besarbesar proyek kk pesta tiku foto khofifah memegang kartu kk terpampang pamflet
3964,1,megawati bikin jokowi nyaman penyebutan petuga partai,ketua pdi perjuangan megawati soekarnoputri lagilagi posisi presiden jokowi petuga partai
3965,1,hoax registrasi kartu prabayar lambat oktob,hoax registrasi kartu prabayar lambat oktob
3966,1,daun berpaku madiun,daun berpaku berhati taktik jahat manusia bertanggungjawab keuntingan sebarkan sebanyaknya
3967,0,teori flat earth hoax,teori bumi datarflat earth fe hoax pengetahuan manusia zaman perkembangan ilmu instrumen terbata memahami fenomena alam seir perkembangan budaya pengetahuan manusia ditemukan bukti empiri bumi bulat lonjong bukti langsung didapatkan manusia berhasil bumi angkasa
3968,0,bentrokan warga pt sindoka,tolong jokowi petani disiksa polisi dibayar pt sadoka sampaisampai disiksa tolong sebarkan biar mata masyarakat perlakuan polisi petani
3969,1,habib muhammad luthfi bin yahya terkait pemberitaan,habib muhammad luthfi bin yahya terkait pemberitaan
3970,0,petani lombok temukan pupuk berlogo palu arit,petani lombok geger resah beredarnya pupuk berlogo palu arit diduga lambang pki sekretari daerah sekda lombok muhammad nursiah mengusut tunta pupuk masuk daerah tata tuhu trasna
3971,0,jakarta berduka jokowi ahok bertanggungjawab,jakarta berduka jokowi ahok bertanggung
3972,1,jalan layang tol cikampek bergelombang garagara uji coba esemka ribuan unit,gara gara uji coba esemka ribuan unit jalan layang tol cikampek bergelombang
3973,1,video rusia pemenang pembuatan vaksin,rusia pemenang pembuatan vaksin cdan eksport negara pemesan harga satuan rp
3974,1,indra sjafri pelatih juventu,confirm that coach indra sjafri from indonesia will replac sarri for the manag of juventu
3975,1,foto satelit pangkalan milit china natuna,ketahuan china dukung penuh jokowi
3976,1,foto uya kuya menghipnoti wapr maruf amin,kiai bela banyak umat islam lagi pojokan bela islam juga ibadah
3977,1,bacaleg pk poligami rakyat bangsa indonesia,poligami rakyat khilafah bangsa khilafah cok indonesia
3978,1,akun facebook bupati tegal hajjah umi azizah,akun facebook bupati tegal hajjah umi azizah
3979,1,foto hati hati kalo beli sepatu logo palu arit lambang pki bermuncululan,hati hati kalo beli sepatu logo palu arit lambang pki bermuncululan
3980,1,video perayaan ulang pki,perayaan ulang pki diiringi dentuman music hiphop rock heavi metal menari salsa sambacacha breakdanc
3981,1,jangan tenggiri enggak orang yang kena sekeluarga,jangan tenggiri enggak orang yang kena sekeluarga
3982,1,pasien pengawasan covid mengamuk pintu rumah sakit pamekasan madura,pasien pengawasan covid pdp mengamuk pintu rumah sakit pamekasan madura diduga pulang rumah
3983,1,bupati konaw akui disuap menko luhut,bupati konaw akui disuap menko luhut tka
3984,1,pengeluaran rokok ekspedisi tanggal maret april ditarik terkait dimusnahkan,pengeluaran rokok ekspedisi tanggal maret april ditarik terkait dimusnahkan
3985,1,perubahan yang ani,perubahan yang ani ajoen
3986,1,hamza dalj aljazair hacker membantu palestina dihukum mati,hamza dalj aljazair salah hacker ditakuti dunia hukuman mati membobol bank israel disumbangkan warga palestina
3987,1,pelajar fotonya viral membawa bendera demo gedung dpr meningg dunia,akbar alamsyah pelajar fotonya viral manca negara membawa bendera merah putih aksi demonstrasi gedung dpr septemb meningg dunia oktob
3988,1,bawa lansia teruru rumah lansia atmabrata,teman terkasih kenaltahu lansia yang rumah tidak keluarga yang uru berteduh bawa rumah lansia atmabrata jalan cilinc no jakarta yang dikelola bruder petru partono tim hp bruder petru pandang suku agama berteduh makanan pengobatan perhatian
3989,1,aturan instagram,dont forget tomorrow start the new instagram rule where they van use your photo dont forget deadlin today itu can be use ini court case ini litig against you everyth youv ever post becom public from today even messag that have been delet orang the photo not allow
3990,1,contoh terbaik gakben dki,contoh terbaik gakben dki untuk jajaran nya yang mahir merangkai menciptakan kerja nyata ri sudah bangun tidur nya belon atau molor sampah kali bahagia bekasi kamu
3991,1,percetakan alquran dihentikan,astaghfirullah umat islam bangkit kian gamblang kemana arah kiblat rezim lambang pki bertebaran vahudi diakui syiah dipelihara percetakan alquran dihentikan
3992,1,maruf amin masyarakat mengakui jokowi pemimpin kedepan masuk neraka turunan,maruf amin masyrakat mengakui jokowi pemimpin kedepan masuk neraka sampay turunan
3993,1,pln rekrutmen korespondensi memungut biaya,bpkibu informasi perih rekrut mohon mengaks
3994,1,ayah farhan gelar tumpengan bangga anaknya mati syahid bela prabowo,tau kalo mati membela prabowo mati syahidayah farhan anaknya mati bela prabowo gelar tumpengan sake bangganya
3995,1,simulasi pencoblosan pemilih gila,simulasi pencoblosan pemilih gila
3996,0,klarifikasi polri terkait isu jender tito mekkah arab saudi,hoak sumbernya enggak mudah terpanc infoinfo sumbernya
3997,1,ketemu foto kapolr probolinggo,probolinggo acara menampilkan budaya kesenian indonesia menampilkan anak tak budaya
3998,1,penambahan mencari duit amplop hasil ceramah berita ustadz abdul somad,kepalang gila ini orang
3999,1,berita mengerikan dibuka publik,berita mengerikan dibuka publik
4000,0,sm bertuliskan coblo khofifahemil for amien rai presiden,amien rai presiden coblo khofifahemil
4001,1,foto berita waketum gerindra kapan partai bunglon hasil suntingan,lengkap partai kuda partai sapi partai bunglon waketum gerindra kapan partai bunglon
4002,1,pose jari peac rentan duplikasi sidik jari,hilangkan berselfi jari peac damai karena selfi berfos terdeteksi sidik jari oknum yang tidak bertanggung silakan tonton video semoga bermanfaat
4003,1,pangeran arab saudi meningg bunuh,pangeran saudi bandar bin khalid bin abdulaziz al saud bunuh tanggal maret bandara internasion london motif bunuh sang pangeran akibat dideportasi pejabat inggri
4004,1,ustad abdul somad penasihat dpd hti riau,matrik daftar nama penguru anggota simpatisan hti pegawai pemerintah asn tni polri akademisi ptsptn unsur
4005,0,garam air ludah memecahkan kaca mobil,just info garam air ludah menjebol kaca mobil mudahjeni garam aloalumina sejeni garamminer materi keramik non silikat tingkat kekerasan level dibawah intan miner terkera alumina intan skala moh merontokan kaca mobil suara air liurnya untuk melengketkan alumina kesimpulannya menaruh barang berharga mobil apapun lapak sebelah biar tau kejahatan pecah kaca mobil waspadalah
4006,1,anggota dpr ri tidak pki melanggar tap mpr xxv,anggota dpr ri tidak pki melanggar tap mpr xxv
4007,1,uang bayaran tim basukidjarot,uang bayaran tim basukidjarot
4008,1,pesan ustad syafiq riza basalamah,selamat pagi sahabatku renungan pagi ucapan idul fitri sesuai sunnah
4009,1,terkait pembakaran poster habib rizieq anggota fpi klaim kebal bacok,ketum fpi poster habib rizieq dibakar anggota fpi kebal bacok perang
4010,1,foto presiden soekarno barrack obama,presiden soekarno sd menteng bersalaman dengan barrack obama keciltidak orang yang menyangka kalo obama orang nomor amerikamemang soekarno penuh kharisma
4011,1,jokowi nyekar kuburan widjiatno notomihardjo salah tokoh tera pki,suuzan ghibah fakta mengapai jokowi nyekar kuburan widjiatno notomihardjo salah tokoh tera pki partai komunia indonesia hubungannya rakyat indonesia memilihnya sadar yang hadapi pendusta bisanya membantah membantah ngutang
4012,1,helmi yahya pecat dirut tvri septemb menyiarkan film gs pki,ooohhh helmi yahya pecat dirut tvri septemb kemarin menyiarkan film gs pkigitu tapi
4013,1,rapid test bandara soekarnohatta bayar rp ribu,chek ini bayar rapid te dulu rp terkecuali waoo bisni bandara halo
4014,1,cisumdawu jalan tol terkeren indonesia,jokowi hebat jalan tol terkeren indonesia cisumdawucileunyisumedangdawuan membelah gunung masuk gunung bandungteg ditempuh jam bandungsemarang jam
